full_name,html_url,description,stargazers_count,forks_count,updated_at,created_at,owner,topics,size,language,license
adi0509/Python,https://github.com/adi0509/Python,:snake: Python Programs,61,597,2024-02-07T05:26:24Z,2019-07-05T04:01:32Z,"{'login': 'adi0509', 'id': 41581721, 'node_id': 'MDQ6VXNlcjQxNTgxNzIx', 'avatar_url': 'https://avatars.githubusercontent.com/u/41581721?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/adi0509', 'html_url': 'https://github.com/adi0509', 'followers_url': 'https://api.github.com/users/adi0509/followers', 'following_url': 'https://api.github.com/users/adi0509/following{/other_user}', 'gists_url': 'https://api.github.com/users/adi0509/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/adi0509/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/adi0509/subscriptions', 'organizations_url': 'https://api.github.com/users/adi0509/orgs', 'repos_url': 'https://api.github.com/users/adi0509/repos', 'events_url': 'https://api.github.com/users/adi0509/events{/privacy}', 'received_events_url': 'https://api.github.com/users/adi0509/received_events', 'type': 'User', 'site_admin': False}",[],15092,Jupyter Notebook,
jobbole/awesome-python-cn,https://github.com/jobbole/awesome-python-cn,Python资源大全中文版，包括：Web框架、网络爬虫、模板引擎、数据库、数据可视化、图片处理等，由「开源前哨」和「Python开发者」微信公号团队维护更新。,27739,7934,2024-02-09T14:51:40Z,2015-11-03T09:50:50Z,"{'login': 'jobbole', 'id': 8531823, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjg1MzE4MjM=', 'avatar_url': 'https://avatars.githubusercontent.com/u/8531823?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jobbole', 'html_url': 'https://github.com/jobbole', 'followers_url': 'https://api.github.com/users/jobbole/followers', 'following_url': 'https://api.github.com/users/jobbole/following{/other_user}', 'gists_url': 'https://api.github.com/users/jobbole/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jobbole/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jobbole/subscriptions', 'organizations_url': 'https://api.github.com/users/jobbole/orgs', 'repos_url': 'https://api.github.com/users/jobbole/repos', 'events_url': 'https://api.github.com/users/jobbole/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jobbole/received_events', 'type': 'Organization', 'site_admin': False}",['python'],1584,Makefile,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}"
boostorg/python,https://github.com/boostorg/python,Boost.org python module,439,246,2024-02-09T04:22:02Z,2013-01-13T15:59:06Z,"{'login': 'boostorg', 'id': 3170529, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjMxNzA1Mjk=', 'avatar_url': 'https://avatars.githubusercontent.com/u/3170529?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/boostorg', 'html_url': 'https://github.com/boostorg', 'followers_url': 'https://api.github.com/users/boostorg/followers', 'following_url': 'https://api.github.com/users/boostorg/following{/other_user}', 'gists_url': 'https://api.github.com/users/boostorg/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/boostorg/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/boostorg/subscriptions', 'organizations_url': 'https://api.github.com/users/boostorg/orgs', 'repos_url': 'https://api.github.com/users/boostorg/repos', 'events_url': 'https://api.github.com/users/boostorg/events{/privacy}', 'received_events_url': 'https://api.github.com/users/boostorg/received_events', 'type': 'Organization', 'site_admin': False}",[],20793,C++,"{'key': 'bsl-1.0', 'name': 'Boost Software License 1.0', 'spdx_id': 'BSL-1.0', 'url': 'https://api.github.com/licenses/bsl-1.0', 'node_id': 'MDc6TGljZW5zZTI4'}"
taizilongxu/interview_python,https://github.com/taizilongxu/interview_python,关于Python的面试题,16097,5564,2024-02-08T06:13:27Z,2015-04-05T02:59:59Z,"{'login': 'taizilongxu', 'id': 4475914, 'node_id': 'MDQ6VXNlcjQ0NzU5MTQ=', 'avatar_url': 'https://avatars.githubusercontent.com/u/4475914?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/taizilongxu', 'html_url': 'https://github.com/taizilongxu', 'followers_url': 'https://api.github.com/users/taizilongxu/followers', 'following_url': 'https://api.github.com/users/taizilongxu/following{/other_user}', 'gists_url': 'https://api.github.com/users/taizilongxu/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/taizilongxu/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/taizilongxu/subscriptions', 'organizations_url': 'https://api.github.com/users/taizilongxu/orgs', 'repos_url': 'https://api.github.com/users/taizilongxu/repos', 'events_url': 'https://api.github.com/users/taizilongxu/events{/privacy}', 'received_events_url': 'https://api.github.com/users/taizilongxu/received_events', 'type': 'User', 'site_admin': False}",[],215,Shell,
michaelliao/awesome-python3-webapp,https://github.com/michaelliao/awesome-python3-webapp,小白的Python入门教程实战篇：网站+iOS App源码→ http://t.cn/R2PDyWN 赞助→ http://t.cn/R5bhVpf,2331,2870,2024-02-09T13:22:41Z,2015-05-20T22:09:21Z,"{'login': 'michaelliao', 'id': 470058, 'node_id': 'MDQ6VXNlcjQ3MDA1OA==', 'avatar_url': 'https://avatars.githubusercontent.com/u/470058?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/michaelliao', 'html_url': 'https://github.com/michaelliao', 'followers_url': 'https://api.github.com/users/michaelliao/followers', 'following_url': 'https://api.github.com/users/michaelliao/following{/other_user}', 'gists_url': 'https://api.github.com/users/michaelliao/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/michaelliao/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/michaelliao/subscriptions', 'organizations_url': 'https://api.github.com/users/michaelliao/orgs', 'repos_url': 'https://api.github.com/users/michaelliao/repos', 'events_url': 'https://api.github.com/users/michaelliao/events{/privacy}', 'received_events_url': 'https://api.github.com/users/michaelliao/received_events', 'type': 'User', 'site_admin': False}",[],368,,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}"
roytuts/python,https://github.com/roytuts/python,,185,345,2024-01-23T15:36:08Z,2019-04-29T06:47:06Z,"{'login': 'roytuts', 'id': 25424394, 'node_id': 'MDQ6VXNlcjI1NDI0Mzk0', 'avatar_url': 'https://avatars.githubusercontent.com/u/25424394?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/roytuts', 'html_url': 'https://github.com/roytuts', 'followers_url': 'https://api.github.com/users/roytuts/followers', 'following_url': 'https://api.github.com/users/roytuts/following{/other_user}', 'gists_url': 'https://api.github.com/users/roytuts/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/roytuts/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/roytuts/subscriptions', 'organizations_url': 'https://api.github.com/users/roytuts/orgs', 'repos_url': 'https://api.github.com/users/roytuts/repos', 'events_url': 'https://api.github.com/users/roytuts/events{/privacy}', 'received_events_url': 'https://api.github.com/users/roytuts/received_events', 'type': 'User', 'site_admin': False}",[],173184,Python,
dabeaz-course/practical-python,https://github.com/dabeaz-course/practical-python,Practical Python Programming (course by @dabeaz),9506,6027,2024-02-09T07:20:18Z,2020-05-24T19:50:08Z,"{'login': 'dabeaz-course', 'id': 65303367, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjY1MzAzMzY3', 'avatar_url': 'https://avatars.githubusercontent.com/u/65303367?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/dabeaz-course', 'html_url': 'https://github.com/dabeaz-course', 'followers_url': 'https://api.github.com/users/dabeaz-course/followers', 'following_url': 'https://api.github.com/users/dabeaz-course/following{/other_user}', 'gists_url': 'https://api.github.com/users/dabeaz-course/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/dabeaz-course/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/dabeaz-course/subscriptions', 'organizations_url': 'https://api.github.com/users/dabeaz-course/orgs', 'repos_url': 'https://api.github.com/users/dabeaz-course/repos', 'events_url': 'https://api.github.com/users/dabeaz-course/events{/privacy}', 'received_events_url': 'https://api.github.com/users/dabeaz-course/received_events', 'type': 'Organization', 'site_admin': False}",[],469,Python,"{'key': 'cc-by-sa-4.0', 'name': 'Creative Commons Attribution Share Alike 4.0 International', 'spdx_id': 'CC-BY-SA-4.0', 'url': 'https://api.github.com/licenses/cc-by-sa-4.0', 'node_id': 'MDc6TGljZW5zZTI2'}"
zhiwehu/Python-programming-exercises,https://github.com/zhiwehu/Python-programming-exercises,100+ Python challenging programming exercises,25332,6792,2024-02-09T14:49:26Z,2012-06-14T07:56:46Z,"{'login': 'zhiwehu', 'id': 1313947, 'node_id': 'MDQ6VXNlcjEzMTM5NDc=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1313947?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/zhiwehu', 'html_url': 'https://github.com/zhiwehu', 'followers_url': 'https://api.github.com/users/zhiwehu/followers', 'following_url': 'https://api.github.com/users/zhiwehu/following{/other_user}', 'gists_url': 'https://api.github.com/users/zhiwehu/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/zhiwehu/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/zhiwehu/subscriptions', 'organizations_url': 'https://api.github.com/users/zhiwehu/orgs', 'repos_url': 'https://api.github.com/users/zhiwehu/repos', 'events_url': 'https://api.github.com/users/zhiwehu/events{/privacy}', 'received_events_url': 'https://api.github.com/users/zhiwehu/received_events', 'type': 'User', 'site_admin': False}",[],778,,
TheAlgorithms/Python,https://github.com/TheAlgorithms/Python,All Algorithms implemented in Python,175610,43856,2024-02-09T17:10:55Z,2016-07-16T09:44:01Z,"{'login': 'TheAlgorithms', 'id': 20487725, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjIwNDg3NzI1', 'avatar_url': 'https://avatars.githubusercontent.com/u/20487725?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/TheAlgorithms', 'html_url': 'https://github.com/TheAlgorithms', 'followers_url': 'https://api.github.com/users/TheAlgorithms/followers', 'following_url': 'https://api.github.com/users/TheAlgorithms/following{/other_user}', 'gists_url': 'https://api.github.com/users/TheAlgorithms/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/TheAlgorithms/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/TheAlgorithms/subscriptions', 'organizations_url': 'https://api.github.com/users/TheAlgorithms/orgs', 'repos_url': 'https://api.github.com/users/TheAlgorithms/repos', 'events_url': 'https://api.github.com/users/TheAlgorithms/events{/privacy}', 'received_events_url': 'https://api.github.com/users/TheAlgorithms/received_events', 'type': 'Organization', 'site_admin': False}","['algorithm', 'algorithm-competitions', 'algorithms-implemented', 'algos', 'community-driven', 'education', 'hacktoberfest', 'interview', 'learn', 'practice', 'python', 'searches', 'sorting-algorithms', 'sorts']",14349,Python,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}"
geekcomputers/Python,https://github.com/geekcomputers/Python,My Python Examples,29092,12210,2024-02-09T03:50:35Z,2011-11-30T09:04:08Z,"{'login': 'geekcomputers', 'id': 1170130, 'node_id': 'MDQ6VXNlcjExNzAxMzA=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1170130?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/geekcomputers', 'html_url': 'https://github.com/geekcomputers', 'followers_url': 'https://api.github.com/users/geekcomputers/followers', 'following_url': 'https://api.github.com/users/geekcomputers/following{/other_user}', 'gists_url': 'https://api.github.com/users/geekcomputers/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/geekcomputers/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/geekcomputers/subscriptions', 'organizations_url': 'https://api.github.com/users/geekcomputers/orgs', 'repos_url': 'https://api.github.com/users/geekcomputers/repos', 'events_url': 'https://api.github.com/users/geekcomputers/events{/privacy}', 'received_events_url': 'https://api.github.com/users/geekcomputers/received_events', 'type': 'User', 'site_admin': False}",[],36577,Python,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}"
walter201230/Python,https://github.com/walter201230/Python,最良心的 Python 教程：,17826,4857,2024-02-09T14:01:47Z,2017-06-07T11:52:22Z,"{'login': 'walter201230', 'id': 12378130, 'node_id': 'MDQ6VXNlcjEyMzc4MTMw', 'avatar_url': 'https://avatars.githubusercontent.com/u/12378130?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/walter201230', 'html_url': 'https://github.com/walter201230', 'followers_url': 'https://api.github.com/users/walter201230/followers', 'following_url': 'https://api.github.com/users/walter201230/following{/other_user}', 'gists_url': 'https://api.github.com/users/walter201230/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/walter201230/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/walter201230/subscriptions', 'organizations_url': 'https://api.github.com/users/walter201230/orgs', 'repos_url': 'https://api.github.com/users/walter201230/repos', 'events_url': 'https://api.github.com/users/walter201230/events{/privacy}', 'received_events_url': 'https://api.github.com/users/walter201230/received_events', 'type': 'User', 'site_admin': False}","['python', 'python3']",630,,
injetlee/Python,https://github.com/injetlee/Python,Python脚本。模拟登录知乎， 爬虫，操作excel，微信公众号，远程开机,9009,4304,2024-02-09T07:09:43Z,2016-06-23T15:15:23Z,"{'login': 'injetlee', 'id': 16176848, 'node_id': 'MDQ6VXNlcjE2MTc2ODQ4', 'avatar_url': 'https://avatars.githubusercontent.com/u/16176848?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/injetlee', 'html_url': 'https://github.com/injetlee', 'followers_url': 'https://api.github.com/users/injetlee/followers', 'following_url': 'https://api.github.com/users/injetlee/following{/other_user}', 'gists_url': 'https://api.github.com/users/injetlee/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/injetlee/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/injetlee/subscriptions', 'organizations_url': 'https://api.github.com/users/injetlee/orgs', 'repos_url': 'https://api.github.com/users/injetlee/repos', 'events_url': 'https://api.github.com/users/injetlee/events{/privacy}', 'received_events_url': 'https://api.github.com/users/injetlee/received_events', 'type': 'User', 'site_admin': False}","['crawler', 'excel', 'python', 'wechat']",7007,Python,
kubernetes-client/python,https://github.com/kubernetes-client/python,Official Python client library for kubernetes,6285,3337,2024-02-09T12:26:12Z,2016-10-31T20:08:03Z,"{'login': 'kubernetes-client', 'id': 26615988, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjI2NjE1OTg4', 'avatar_url': 'https://avatars.githubusercontent.com/u/26615988?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/kubernetes-client', 'html_url': 'https://github.com/kubernetes-client', 'followers_url': 'https://api.github.com/users/kubernetes-client/followers', 'following_url': 'https://api.github.com/users/kubernetes-client/following{/other_user}', 'gists_url': 'https://api.github.com/users/kubernetes-client/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/kubernetes-client/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/kubernetes-client/subscriptions', 'organizations_url': 'https://api.github.com/users/kubernetes-client/orgs', 'repos_url': 'https://api.github.com/users/kubernetes-client/repos', 'events_url': 'https://api.github.com/users/kubernetes-client/events{/privacy}', 'received_events_url': 'https://api.github.com/users/kubernetes-client/received_events', 'type': 'Organization', 'site_admin': False}","['client-python', 'k8s', 'k8s-sig-api-machinery', 'kubernetes', 'library']",26264,Python,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}"
Show-Me-the-Code/python,https://github.com/Show-Me-the-Code/python,Show Me the Code Python version.,3738,2902,2024-02-08T04:59:56Z,2014-11-28T01:39:43Z,"{'login': 'Show-Me-the-Code', 'id': 9983575, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjk5ODM1NzU=', 'avatar_url': 'https://avatars.githubusercontent.com/u/9983575?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/Show-Me-the-Code', 'html_url': 'https://github.com/Show-Me-the-Code', 'followers_url': 'https://api.github.com/users/Show-Me-the-Code/followers', 'following_url': 'https://api.github.com/users/Show-Me-the-Code/following{/other_user}', 'gists_url': 'https://api.github.com/users/Show-Me-the-Code/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/Show-Me-the-Code/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/Show-Me-the-Code/subscriptions', 'organizations_url': 'https://api.github.com/users/Show-Me-the-Code/orgs', 'repos_url': 'https://api.github.com/users/Show-Me-the-Code/repos', 'events_url': 'https://api.github.com/users/Show-Me-the-Code/events{/privacy}', 'received_events_url': 'https://api.github.com/users/Show-Me-the-Code/received_events', 'type': 'Organization', 'site_admin': False}",[],110745,HTML,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}"
xxg1413/python,https://github.com/xxg1413/python,Python Books && Courses,3307,1494,2024-02-09T06:26:14Z,2012-09-06T07:00:59Z,"{'login': 'xxg1413', 'id': 1381803, 'node_id': 'MDQ6VXNlcjEzODE4MDM=', 'avatar_url': 'https://avatars.githubusercontent.com/u/1381803?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/xxg1413', 'html_url': 'https://github.com/xxg1413', 'followers_url': 'https://api.github.com/users/xxg1413/followers', 'following_url': 'https://api.github.com/users/xxg1413/following{/other_user}', 'gists_url': 'https://api.github.com/users/xxg1413/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/xxg1413/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/xxg1413/subscriptions', 'organizations_url': 'https://api.github.com/users/xxg1413/orgs', 'repos_url': 'https://api.github.com/users/xxg1413/repos', 'events_url': 'https://api.github.com/users/xxg1413/events{/privacy}', 'received_events_url': 'https://api.github.com/users/xxg1413/received_events', 'type': 'User', 'site_admin': False}","['learning-python', 'python', 'python-book', 'python-course']",14107,,
gxcuizy/Python,https://github.com/gxcuizy/Python,Python3编写的各种大小程序，包含从零学Python系列、12306抢票、省市区地址库以及系列网站爬虫等学习源码,2717,1161,2024-02-09T06:20:41Z,2018-06-08T01:33:56Z,"{'login': 'gxcuizy', 'id': 25812349, 'node_id': 'MDQ6VXNlcjI1ODEyMzQ5', 'avatar_url': 'https://avatars.githubusercontent.com/u/25812349?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/gxcuizy', 'html_url': 'https://github.com/gxcuizy', 'followers_url': 'https://api.github.com/users/gxcuizy/followers', 'following_url': 'https://api.github.com/users/gxcuizy/following{/other_user}', 'gists_url': 'https://api.github.com/users/gxcuizy/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/gxcuizy/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/gxcuizy/subscriptions', 'organizations_url': 'https://api.github.com/users/gxcuizy/orgs', 'repos_url': 'https://api.github.com/users/gxcuizy/repos', 'events_url': 'https://api.github.com/users/gxcuizy/events{/privacy}', 'received_events_url': 'https://api.github.com/users/gxcuizy/received_events', 'type': 'User', 'site_admin': False}","['python', 'python3']",98744,Python,
docker-library/python,https://github.com/docker-library/python,Docker Official Image packaging for Python,2409,1172,2024-02-08T05:00:03Z,2014-06-20T22:55:57Z,"{'login': 'docker-library', 'id': 7739233, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjc3MzkyMzM=', 'avatar_url': 'https://avatars.githubusercontent.com/u/7739233?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/docker-library', 'html_url': 'https://github.com/docker-library', 'followers_url': 'https://api.github.com/users/docker-library/followers', 'following_url': 'https://api.github.com/users/docker-library/following{/other_user}', 'gists_url': 'https://api.github.com/users/docker-library/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/docker-library/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/docker-library/subscriptions', 'organizations_url': 'https://api.github.com/users/docker-library/orgs', 'repos_url': 'https://api.github.com/users/docker-library/repos', 'events_url': 'https://api.github.com/users/docker-library/events{/privacy}', 'received_events_url': 'https://api.github.com/users/docker-library/received_events', 'type': 'Organization', 'site_admin': False}",[],1686,Shell,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}"
joeyajames/Python,https://github.com/joeyajames/Python,Python code for YouTube videos.,1496,1419,2024-02-07T05:26:21Z,2015-06-15T02:32:30Z,"{'login': 'joeyajames', 'id': 6810611, 'node_id': 'MDQ6VXNlcjY4MTA2MTE=', 'avatar_url': 'https://avatars.githubusercontent.com/u/6810611?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/joeyajames', 'html_url': 'https://github.com/joeyajames', 'followers_url': 'https://api.github.com/users/joeyajames/followers', 'following_url': 'https://api.github.com/users/joeyajames/following{/other_user}', 'gists_url': 'https://api.github.com/users/joeyajames/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/joeyajames/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/joeyajames/subscriptions', 'organizations_url': 'https://api.github.com/users/joeyajames/orgs', 'repos_url': 'https://api.github.com/users/joeyajames/repos', 'events_url': 'https://api.github.com/users/joeyajames/events{/privacy}', 'received_events_url': 'https://api.github.com/users/joeyajames/received_events', 'type': 'User', 'site_admin': False}",[],1554,Jupyter Notebook,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}"
jakevdp/PythonDataScienceHandbook,https://github.com/jakevdp/PythonDataScienceHandbook,Python Data Science Handbook: full text in Jupyter Notebooks,40802,17576,2024-02-09T16:38:26Z,2016-08-10T14:24:36Z,"{'login': 'jakevdp', 'id': 781659, 'node_id': 'MDQ6VXNlcjc4MTY1OQ==', 'avatar_url': 'https://avatars.githubusercontent.com/u/781659?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jakevdp', 'html_url': 'https://github.com/jakevdp', 'followers_url': 'https://api.github.com/users/jakevdp/followers', 'following_url': 'https://api.github.com/users/jakevdp/following{/other_user}', 'gists_url': 'https://api.github.com/users/jakevdp/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jakevdp/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jakevdp/subscriptions', 'organizations_url': 'https://api.github.com/users/jakevdp/orgs', 'repos_url': 'https://api.github.com/users/jakevdp/repos', 'events_url': 'https://api.github.com/users/jakevdp/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jakevdp/received_events', 'type': 'User', 'site_admin': False}","['jupyter-notebook', 'matplotlib', 'numpy', 'pandas', 'python', 'scikit-learn']",43642,Jupyter Notebook,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}"
exercism/python,https://github.com/exercism/python,Exercism exercises in Python.,1622,1284,2024-02-08T05:00:13Z,2014-02-28T03:48:58Z,"{'login': 'exercism', 'id': 5624255, 'node_id': 'MDEyOk9yZ2FuaXphdGlvbjU2MjQyNTU=', 'avatar_url': 'https://avatars.githubusercontent.com/u/5624255?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/exercism', 'html_url': 'https://github.com/exercism', 'followers_url': 'https://api.github.com/users/exercism/followers', 'following_url': 'https://api.github.com/users/exercism/following{/other_user}', 'gists_url': 'https://api.github.com/users/exercism/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/exercism/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/exercism/subscriptions', 'organizations_url': 'https://api.github.com/users/exercism/orgs', 'repos_url': 'https://api.github.com/users/exercism/repos', 'events_url': 'https://api.github.com/users/exercism/events{/privacy}', 'received_events_url': 'https://api.github.com/users/exercism/received_events', 'type': 'Organization', 'site_admin': False}","['community-contributions-paused', 'exercism-track']",6710,Python,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}"
AtsushiSakai/PythonRobotics,https://github.com/AtsushiSakai/PythonRobotics,Python sample codes for robotics algorithms.,21011,6306,2024-02-09T10:55:31Z,2016-03-21T09:34:43Z,"{'login': 'AtsushiSakai', 'id': 3813847, 'node_id': 'MDQ6VXNlcjM4MTM4NDc=', 'avatar_url': 'https://avatars.githubusercontent.com/u/3813847?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/AtsushiSakai', 'html_url': 'https://github.com/AtsushiSakai', 'followers_url': 'https://api.github.com/users/AtsushiSakai/followers', 'following_url': 'https://api.github.com/users/AtsushiSakai/following{/other_user}', 'gists_url': 'https://api.github.com/users/AtsushiSakai/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/AtsushiSakai/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/AtsushiSakai/subscriptions', 'organizations_url': 'https://api.github.com/users/AtsushiSakai/orgs', 'repos_url': 'https://api.github.com/users/AtsushiSakai/repos', 'events_url': 'https://api.github.com/users/AtsushiSakai/events{/privacy}', 'received_events_url': 'https://api.github.com/users/AtsushiSakai/received_events', 'type': 'User', 'site_admin': False}","['algorithm', 'animation', 'autonomous-driving', 'autonomous-navigation', 'autonomous-vehicles', 'control', 'cvxpy', 'ekf', 'hacktoberfest', 'localization', 'mapping', 'path-planning', 'python', 'robot', 'robotics', 'slam']",302253,Python,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}"
jackfrued/Python-100-Days,https://github.com/jackfrued/Python-100-Days,Python - 100天从新手到大师,146345,51102,2024-02-09T16:45:30Z,2018-03-01T16:05:52Z,"{'login': 'jackfrued', 'id': 7474657, 'node_id': 'MDQ6VXNlcjc0NzQ2NTc=', 'avatar_url': 'https://avatars.githubusercontent.com/u/7474657?v=4', 'gravatar_id': '', 'url': 'https://api.github.com/users/jackfrued', 'html_url': 'https://github.com/jackfrued', 'followers_url': 'https://api.github.com/users/jackfrued/followers', 'following_url': 'https://api.github.com/users/jackfrued/following{/other_user}', 'gists_url': 'https://api.github.com/users/jackfrued/gists{/gist_id}', 'starred_url': 'https://api.github.com/users/jackfrued/starred{/owner}{/repo}', 'subscriptions_url': 'https://api.github.com/users/jackfrued/subscriptions', 'organizations_url': 'https://api.github.com/users/jackfrued/orgs', 'repos_url': 'https://api.github.com/users/jackfrued/repos', 'events_url': 'https://api.github.com/users/jackfrued/events{/privacy}', 'received_events_url': 'https://api.github.com/users/jackfrued/received_events', 'type': 'User', 'site_admin': False}",[],321278,Python,
